#Zhong (reference)
#DVD
#jcrozier@usgs.gov
#18-Oct-2022 18:16:05
#1C_surf
#Analytic (Zhong)
#NA
#NA
0  0  0  0.0476519875871071  NaN  NaN  -6.43487874794158e-13  NaN  0  0
10  0.000119138510809427  0  0.0476515350148925  397122.334147628  397126.860560475  1.67038130634619e-11  0  -1.06083990316623e-15  0
20  0.000238270232158505  0  0.0476501773412662  397092.91386224  397111.018663691  -6.09672860599961e-13  0  2.57216710478225e-16  0
30  0.000357388375658428  0  0.0476479146952713  397043.885075392  397084.617650871  -6.43487875046609e-13  0  -7.86883956806712e-16  0
40  0.000476486155075128  0  0.0476447472919476  396975.255312676  397047.660750124  1.67037427452922e-11  0  2.34939267935461e-15  0
50  0.000595556787400405  0  0.047640675432284  396887.035108852  397000.152477415  -1.79907226383409e-11  0  -9.13099689654079e-16  0
60  0.000714593493920672  0  0.0476356995031519  396779.238005078  396942.098634883  -6.43483735104555e-13  0  -6.08901689998644e-15  0
70  0.000833589501299776  0  0.0476298199772191  396651.880540429  396873.506313599  1.61616457987312e-11  0  -5.64736442245237e-16  0
80  0.000952538042638866  0  0.0476230374128451  396504.982251067  396794.383887412  -6.43492010444531e-13  0  -7.44352705543026e-15  0
90  0.0010714323585528  0  0.0476153524539573  396338.565661551  396704.741013388  -6.45601321259478e-13  0  6.15862623136233e-15  0
100  0.0011902656982322  0  0.0476067658299083  396152.656279272  396604.588627869  -1.80246039524524e-11  0  -3.3995750009906e-15  0
110  0.0013090313205077  0  0.0475972783553144  395947.282586366  396493.938943796  -1.03504371171985e-13  0  6.87182312525811e-15  0
120  0.00142772249491241  0  0.0475868909298752  395722.47603067  396372.805447752  -1.33154784924191e-13  0  -1.79980206397329e-14  0
130  0.00154633250273815  0  0.0475756045381746  395478.271016379  396241.202896046  -1.7990722763809e-11  0  1.05566381270624e-14  0
140  0.00166485463808823  0  0.0475634202494631  395214.70489368  396099.147310604  -1.0138691375152e-13  0  1.01329619673799e-14  0
150  0.00178328220892787  0  0.0475503392174213  394931.817947218  395946.655974782  -1.01386917798138e-13  0  -4.30117759543834e-15  0
160  0.00190160853813097  0  0.0475363626799058  394629.653383649  395783.747428876  -1.18347150413686e-12  0  2.57813019033493e-15  0
170  0.00201982696451814  0  0.0475214919586754  394308.257318888  395610.441464743  -1.79907848023549e-11  0  -1.5986240364139e-15  0
180  0.00213793084389542  0  0.0475057284591006  393967.6787637  395426.759120844  -6.74351562699603e-14  0  -8.54244174112106e-15  0
190  0.00225591355008359  0  0.0474890736698532  393607.969609006  395232.722676408  -6.43492006405579e-13  0  -6.18603452221229e-17  0
200  0.00237376847594313  0  0.0474715291625799  393229.184610153  395028.35564543  -6.4348787076284e-13  0  2.27683003285458e-14  0
210  0.00249148903439413  0  0.0474530965915561  392831.381370258  394813.682770437  -1.7990722634562e-11  0  1.84130242667091e-14  0
220  0.0026090686594291  0  0.0474337776933232  392414.620322801  394588.730015825  -6.07555148992512e-13  0  -2.22348572043593e-14  0
230  0.00272650080711979  0  0.0474135742863082  391978.964713364  394353.524560927  -1.18558895699771e-12  0  3.38849691210389e-14  0
240  0.00284377895661719  0  0.0473924882704249  391524.480580526  394108.094792756  -1.014530879555e-13  0  -6.23691807292149e-15  0
250  0.00296089661114413  0  0.0473705216266591  391051.236735997  393852.470298412  -1.15382522122323e-12  0  -2.86121849621079e-14  0
260  0.00307784729898077  0  0.0473476764166356  390559.304743916  393586.681857207  -6.75055961132984e-14  0  -3.60580862999733e-14  0
270  0.00319462457444281  0  0.0473239547821691  390048.758899328  393310.761432499  -1.79907226307752e-11  0  1.15805296180557e-14  0
280  0.00331122201885146  0  0.0472993589447976  389519.676205916  393024.742163217  -6.43488000001683e-13  0  -1.06582374295902e-14  0
290  0.0034276332414945  0  0.0472738912052994  388972.136353003  392728.658355018  -1.151835985136e-12  0  2.09775421350072e-14  0
300  0.00354385188058039  0  0.0472475539431942  388406.221691686  392422.545471287  -1.18552277850975e-12  0  -2.75919173578082e-14  0
310  0.00365987160418263  0  0.0472203496162271  387822.017210296  392106.440123754  -6.43550038547633e-13  0  8.41294438348906e-15  0
320  0.00377568611117482  0  0.0471922807598374  387219.610509147  391780.38006282  -1.01386913885164e-13  0  6.07696550328874e-15  0
330  0.0038912891321572  0  0.0471633499866108  386599.091774494  391444.404167654  -6.4354990526959e-13  0  -8.56131996974271e-16  0
340  0.0040066744303737  0  0.0471335599857166  385960.553751797  391098.552436016  1.67037467636791e-11  0  -2.52742295347229e-14  0
350  0.00412183580261785  0  0.0471029135223298  385304.091718361  390742.865973723  -6.795529412966e-13  0  1.78090209074548e-14  0
360  0.00423676708013079  0  0.0470714134370364  384629.803455161  390377.386983984  -6.43487866715753e-13  0  -2.4207652640496e-14  0
370  0.00435146212948689  0  0.0470390626452261  383937.789218126  390002.158756348  1.66697992714664e-11  0  -4.49154279484711e-15  0
380  0.0044659148534705  0  0.0470058641364683  383228.151708669  389617.22565549  -6.4348812509138e-13  0  3.31679940781516e-15  0
390  0.0045801191919407  0  0.0469718209738747  382500.996043648  389222.633109675  -1.01451016094939e-13  0  1.81144476866006e-14  0
400  0.00469406912268579  0  0.0469369362934475  381756.429724648  388818.427599024  -6.43552102333747e-13  0  2.84547232453117e-14  0
410  0.00480775866226639  0  0.0469012133034132  380994.562606676  388404.656643522  1.67376260136222e-11  0  9.82619680561343e-15  0
420  0.00492118186684705  0  0.0468646552835432  380215.506866244  387981.36879079  -6.43488121170372e-13  0  1.67592467177224e-14  0
430  0.00503433283301587  0  0.046827265584461  379419.376968903  387548.613603614  -6.43483856146564e-13  0  -2.56668509409988e-14  0
